customer_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,dti,revolving_utilization,credit_score,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
CUST-10977,60,81849,RENT,1.5,HOMEIMPROVEMENT,A,6309,7.91,0.077,8.04,25.4,778,N,35,0
CUST-10978,64,60157,MORTGAGE,2.6,PERSONAL,E,3605,20.4,0.06,31.35,61.15,610,Y,35,1
CUST-10979,37,120591,RENT,,DEBTCONSOLIDATION,G,4295,24.93,0.036,12.97,65.77,513,Y,15,1
CUST-10980,66,51262,MORTGAGE,8.2,EDUCATION,C,11625,14.14,0.227,12.0,51.13,661,N,35,0
CUST-10981,55,90706,MORTGAGE,12.9,MEDICAL,B,3970,,0.044,4.82,69.71,658,N,35,0
CUST-10982,66,239236,RENT,7.1,HOMEIMPROVEMENT,D,15785,19.21,0.066,13.75,37.05,557,N,35,1
CUST-10983,41,70182,MORTGAGE,2.9,VENTURE,A,10943,10.88,0.156,6.81,76.43,698,N,19,1
CUST-10984,53,50493,RENT,3.5,HOMEIMPROVEMENT,E,8169,21.21,0.162,26.5,74.29,573,Y,35,1
CUST-10985,66,75619,MORTGAGE,0.7,EDUCATION,B,10808,10.64,0.143,6.84,76.26,781,N,35,0
CUST-10986,27,39372,RENT,6.9,EDUCATION,D,5716,16.01,0.145,15.48,80.65,590,N,5,1
CUST-10987,59,205413,RENT,4.5,PERSONAL,C,16576,13.04,0.081,11.75,78.68,686,Y,35,0
CUST-10988,68,54613,MORTGAGE,11.6,MEDICAL,F,1908,22.94,0.035,14.14,58.87,548,Y,35,1
CUST-10989,63,41616,MORTGAGE,1.1,VENTURE,D,8768,17.78,0.211,31.09,61.09,611,N,35,1
CUST-10990,38,29690,MORTGAGE,7.1,EDUCATION,D,2831,15.72,0.095,15.8,51.7,601,N,16,0
CUST-10991,61,94687,MORTGAGE,5.8,MEDICAL,C,11532,13.47,0.122,15.09,26.21,635,N,35,0
CUST-10992,60,82480,MORTGAGE,1.5,EDUCATION,D,7970,18.01,0.097,19.5,61.39,594,N,35,0
CUST-10993,56,36373,RENT,5.5,HOMEIMPROVEMENT,C,11180,13.38,0.307,16.67,23.21,671,N,35,0
CUST-10994,25,69277,MORTGAGE,7.0,PERSONAL,A,2759,7.63,0.04,4.59,43.72,780,N,6,0
CUST-10995,45,19828,MORTGAGE,12.5,VENTURE,C,17428,15.15,0.879,25.68,42.78,635,N,27,0
CUST-10996,53,54774,RENT,6.4,EDUCATION,A,3295,8.96,0.06,4.99,43.67,735,N,35,0
CUST-10997,64,64321,MORTGAGE,0.2,PERSONAL,D,5307,17.47,0.083,16.51,55.81,590,N,35,1
CUST-10998,25,136543,OWN,7.0,HOMEIMPROVEMENT,A,13322,6.22,0.098,20.73,51.71,785,N,5,0
CUST-10999,56,30869,RENT,5.4,MEDICAL,F,10266,20.73,0.333,18.15,56.75,561,N,35,0
CUST-11000,52,22765,OWN,1.9,MEDICAL,B,9536,9.62,0.419,30.99,45.6,752,N,31,0
CUST-11001,41,28645,RENT,1.0,VENTURE,A,9971,6.87,0.348,31.62,36.83,722,N,20,1
CUST-11002,40,21983,RENT,0.6,VENTURE,E,1434,19.76,0.065,2.5,66.53,548,N,18,0
CUST-11003,25,109315,RENT,0.3,VENTURE,A,2823,7.39,0.026,15.45,34.77,808,N,3,0
CUST-11004,25,124142,MORTGAGE,7.0,VENTURE,B,3828,10.31,0.031,6.01,58.27,746,N,4,0
CUST-11005,67,59404,RENT,1.3,MEDICAL,C,4864,13.19,0.082,14.59,38.71,615,Y,35,1
CUST-11006,23,102004,OWN,0.1,EDUCATION,B,7335,9.45,0.072,23.85,47.49,669,N,5,0
CUST-11007,49,53123,MORTGAGE,,EDUCATION,B,2423,9.95,0.046,6.03,73.83,709,N,30,0
CUST-11008,30,46301,MORTGAGE,3.3,DEBTCONSOLIDATION,C,1461,16.42,0.032,25.23,20.22,693,N,10,0
CUST-11009,49,40141,RENT,0.9,DEBTCONSOLIDATION,E,2546,20.34,0.063,34.5,89.76,538,N,30,1
CUST-11010,50,40691,OWN,0.2,EDUCATION,A,13904,7.52,0.342,26.56,64.91,753,N,29,0
CUST-11011,43,19366,MORTGAGE,1.0,PERSONAL,A,1803,5.7,0.093,9.8,71.54,788,N,25,0
CUST-11012,28,57443,MORTGAGE,5.7,EDUCATION,B,3993,9.31,0.07,26.37,48.22,693,N,10,0
CUST-11013,22,47848,MORTGAGE,0.4,VENTURE,B,6825,10.45,0.143,10.32,53.25,697,N,1,0
CUST-11014,50,76666,MORTGAGE,4.0,PERSONAL,B,6761,12.13,0.088,10.04,28.9,750,N,32,0
CUST-11015,59,51850,MORTGAGE,0.8,HOMEIMPROVEMENT,A,11042,7.77,0.213,9.32,36.37,735,N,35,0
CUST-11016,56,44461,RENT,1.1,DEBTCONSOLIDATION,B,5128,,0.115,16.01,48.13,744,Y,35,0
CUST-11017,55,29064,RENT,2.5,DEBTCONSOLIDATION,D,5976,17.83,0.206,13.44,49.63,605,N,35,1
CUST-11018,43,51189,RENT,0.5,PERSONAL,A,6769,6.33,0.132,12.68,36.89,712,N,25,0
CUST-11019,50,76339,RENT,1.0,DEBTCONSOLIDATION,A,8349,9.19,0.109,8.18,30.15,769,N,32,0
CUST-11020,25,24686,MORTGAGE,2.1,VENTURE,C,8944,13.04,0.362,15.28,31.19,628,N,4,1
CUST-11021,21,51662,OWN,2.0,PERSONAL,A,3816,8.89,0.074,9.59,56.35,709,N,1,0
CUST-11022,39,56377,OWN,6.9,EDUCATION,C,6186,15.5,0.11,9.42,69.17,719,N,18,0
CUST-11023,47,31861,MORTGAGE,0.4,VENTURE,B,7368,9.41,0.231,15.92,43.16,715,N,25,0
CUST-11024,30,34450,MORTGAGE,9.8,DEBTCONSOLIDATION,B,12432,10.5,0.361,26.4,80.77,689,N,12,0
CUST-11025,23,56295,RENT,5.0,PERSONAL,B,3239,11.45,0.058,6.59,44.72,689,Y,4,0
CUST-11026,34,24833,MORTGAGE,7.3,PERSONAL,B,17184,10.16,0.692,19.42,23.3,754,N,15,0
CUST-11027,25,60473,RENT,1.9,MEDICAL,D,5768,16.19,0.095,25.33,48.9,666,N,6,0
CUST-11028,68,28646,RENT,8.7,DEBTCONSOLIDATION,E,6207,19.02,0.217,11.28,67.07,551,Y,35,0
CUST-11029,49,92754,MORTGAGE,1.0,DEBTCONSOLIDATION,B,2821,8.27,0.03,5.78,59.46,709,N,29,0
CUST-11030,57,199325,RENT,0.7,EDUCATION,B,6793,11.77,0.034,16.46,49.76,687,N,35,0
CUST-11031,21,29247,RENT,0.2,EDUCATION,A,2200,6.29,0.075,13.4,48.12,777,N,3,1
CUST-11032,34,67543,MORTGAGE,14.0,DEBTCONSOLIDATION,C,12412,,0.184,22.75,71.56,638,N,12,1
CUST-11033,30,31696,RENT,1.8,VENTURE,B,19386,11.76,0.612,26.86,52.57,632,N,9,0
CUST-11034,27,91543,RENT,9.0,DEBTCONSOLIDATION,A,10104,8.08,0.11,11.49,91.67,714,N,8,0
CUST-11035,45,22944,RENT,1.6,HOMEIMPROVEMENT,A,13726,,0.598,24.85,36.17,786,N,27,1
CUST-11036,64,65404,RENT,11.9,EDUCATION,A,13248,8.8,0.203,31.16,94.87,725,N,35,0
CUST-11037,63,29033,RENT,11.7,VENTURE,A,10041,8.3,0.346,13.26,32.69,777,Y,35,0
CUST-11038,24,43295,MORTGAGE,,PERSONAL,C,11276,13.5,0.26,7.66,78.5,663,N,6,0
CUST-11039,25,26407,RENT,3.4,HOMEIMPROVEMENT,E,8121,19.08,0.308,35.08,50.22,545,Y,5,1
CUST-11040,45,80290,MORTGAGE,10.0,VENTURE,C,10482,13.35,0.131,10.82,68.76,645,N,23,0
CUST-11041,23,29667,RENT,5.0,DEBTCONSOLIDATION,B,9901,10.75,0.334,19.23,83.66,678,N,5,1
CUST-11042,38,68266,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15025,9.55,0.22,15.4,42.26,687,N,18,1
CUST-11043,39,39876,MORTGAGE,2.7,PERSONAL,B,7674,11.84,0.192,14.52,57.12,638,N,17,0
CUST-11044,52,45766,MORTGAGE,6.4,PERSONAL,B,19441,11.17,0.425,9.98,55.61,696,N,30,0
CUST-11045,39,53565,MORTGAGE,1.8,MEDICAL,B,7482,10.34,0.14,11.13,56.76,680,N,19,0
CUST-11046,68,31036,OWN,7.0,HOMEIMPROVEMENT,A,6282,9.59,0.202,19.49,52.52,753,Y,35,0
CUST-11047,31,55615,RENT,0.4,HOMEIMPROVEMENT,B,14006,10.14,0.252,23.46,64.15,718,Y,10,0
CUST-11048,66,122786,MORTGAGE,3.7,DEBTCONSOLIDATION,B,7793,12.36,0.063,9.51,83.53,722,N,35,0
CUST-11049,20,30734,OWN,0.7,VENTURE,A,5678,7.85,0.185,35.26,63.13,730,N,1,0
CUST-11050,45,99020,RENT,1.7,EDUCATION,A,4633,8.41,0.047,6.92,29.01,727,N,25,0
CUST-11051,33,120434,RENT,,PERSONAL,A,7518,7.06,0.062,20.39,66.59,745,N,12,0
CUST-11052,57,30040,RENT,9.1,EDUCATION,B,5923,8.26,0.197,25.14,32.35,738,N,35,0
CUST-11053,56,20475,MORTGAGE,1.1,VENTURE,B,14060,11.08,0.687,27.45,60.76,682,N,35,0
CUST-11054,30,58757,RENT,8.3,DEBTCONSOLIDATION,A,11578,6.07,0.197,33.56,36.43,726,N,12,0
CUST-11055,55,35297,RENT,7.9,EDUCATION,A,9719,6.76,0.275,28.56,35.69,711,N,35,1
CUST-11056,32,150416,RENT,3.5,HOMEIMPROVEMENT,A,25462,7.59,0.169,26.67,69.44,768,N,12,0
CUST-11057,62,50055,MORTGAGE,1.3,EDUCATION,E,15240,18.73,0.304,32.01,62.06,560,N,35,0
CUST-11058,22,30293,RENT,1.3,EDUCATION,B,21073,10.46,0.696,24.75,42.2,665,N,3,1
CUST-11059,52,24629,RENT,3.1,MEDICAL,A,5274,7.74,0.214,21.23,16.56,722,N,32,0
CUST-11060,25,94272,MORTGAGE,0.0,MEDICAL,C,16826,11.73,0.178,15.69,52.13,673,N,4,0
CUST-11061,69,34797,OWN,3.8,DEBTCONSOLIDATION,A,11564,7.83,0.332,28.74,45.18,755,N,35,1
CUST-11062,29,50327,MORTGAGE,11.0,MEDICAL,B,5289,9.75,0.105,25.6,35.25,677,N,10,0
CUST-11063,24,86984,MORTGAGE,,EDUCATION,A,3967,6.22,0.046,16.16,26.45,770,N,6,0
CUST-11064,42,36660,RENT,4.3,HOMEIMPROVEMENT,F,9025,19.6,0.246,38.21,83.69,566,N,22,1
CUST-11065,29,47688,RENT,11.0,DEBTCONSOLIDATION,F,8129,20.13,0.17,9.45,45.53,553,Y,11,1
CUST-11066,63,48535,RENT,9.8,VENTURE,C,2326,13.53,0.048,15.9,100.0,657,N,35,0
CUST-11067,21,73865,MORTGAGE,3.0,EDUCATION,C,6305,13.55,0.085,4.41,39.62,709,N,1,0
CUST-11068,32,69873,RENT,8.6,EDUCATION,B,2517,11.12,0.036,6.94,38.1,746,N,12,0
CUST-11069,59,42956,MORTGAGE,1.8,PERSONAL,F,5411,24.06,0.126,8.12,61.36,532,Y,35,1
CUST-11070,21,50929,OTHER,3.0,PERSONAL,B,10822,12.13,0.212,9.22,57.57,735,N,3,0
CUST-11071,39,39219,RENT,14.2,DEBTCONSOLIDATION,A,14894,8.69,0.38,23.48,85.84,773,Y,18,0
CUST-11072,20,20199,RENT,2.0,PERSONAL,A,14581,8.92,0.722,33.87,67.18,731,N,1,1
CUST-11073,56,57214,RENT,2.2,MEDICAL,A,4141,7.72,0.072,16.44,70.84,806,N,34,0
CUST-11074,28,152560,RENT,2.7,VENTURE,B,3278,10.7,0.021,10.51,53.9,759,N,9,0
CUST-11075,36,28847,RENT,2.0,HOMEIMPROVEMENT,A,3187,9.34,0.11,22.74,78.39,792,N,17,0
CUST-11076,28,30828,MORTGAGE,1.2,PERSONAL,C,8526,13.76,0.277,20.43,76.26,672,N,6,1
CUST-11077,30,29072,RENT,4.8,MEDICAL,B,25445,10.79,0.875,23.51,44.89,733,N,11,0
CUST-11078,34,75716,RENT,4.1,EDUCATION,D,4050,17.9,0.053,6.41,76.54,598,Y,14,0
CUST-11079,43,64157,RENT,3.1,EDUCATION,B,14033,10.17,0.219,25.4,51.44,738,N,23,0
CUST-11080,57,44572,OWN,0.5,EDUCATION,C,4734,13.34,0.106,26.44,68.32,605,N,35,0
CUST-11081,54,28259,MORTGAGE,8.0,MEDICAL,B,2831,8.87,0.1,33.63,59.09,689,N,32,0
CUST-11082,49,51814,OWN,1.0,PERSONAL,D,2014,15.94,0.039,11.91,100.0,522,N,29,1
CUST-11083,50,19172,OWN,0.6,EDUCATION,A,6395,7.1,0.334,14.07,41.9,764,N,28,0
CUST-11084,68,53426,MORTGAGE,4.9,PERSONAL,A,6991,7.17,0.131,18.71,62.6,786,Y,35,0
CUST-11085,24,82695,RENT,2.5,DEBTCONSOLIDATION,C,12441,14.47,0.15,7.88,37.42,708,N,5,0
CUST-11086,63,23139,RENT,0.3,MEDICAL,C,29462,12.29,1.273,27.96,26.2,642,N,35,1
CUST-11087,69,19545,RENT,2.2,HOMEIMPROVEMENT,B,10102,12.29,0.517,34.46,78.96,708,N,35,1
CUST-11088,33,126457,MORTGAGE,7.4,PERSONAL,B,17758,8.03,0.14,22.88,77.78,699,N,12,0
CUST-11089,30,33960,RENT,4.8,HOMEIMPROVEMENT,A,9828,8.22,0.289,16.97,46.66,813,Y,8,0
CUST-11090,28,96912,RENT,2.3,EDUCATION,A,7651,8.48,0.079,9.12,49.34,762,N,6,0
CUST-11091,53,44694,MORTGAGE,1.1,PERSONAL,E,34375,,0.769,20.63,63.75,635,N,32,1
CUST-11092,31,44481,MORTGAGE,5.0,VENTURE,A,2576,8.81,0.058,10.91,39.25,794,N,9,0
CUST-11093,54,63770,MORTGAGE,10.9,VENTURE,C,9037,13.25,0.142,19.42,42.25,676,N,35,0
CUST-11094,54,28842,RENT,5.2,DEBTCONSOLIDATION,C,10275,15.0,0.356,13.09,77.1,631,N,35,1
CUST-11095,20,53076,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6681,6.67,0.126,14.53,29.49,712,N,1,0
CUST-11096,59,38991,MORTGAGE,3.7,PERSONAL,A,13321,6.77,0.342,25.84,53.8,753,N,35,0
CUST-11097,41,22196,RENT,6.3,EDUCATION,B,5743,12.98,0.259,28.44,38.47,703,N,23,0
CUST-11098,48,60023,MORTGAGE,11.3,MEDICAL,C,2614,13.71,0.044,4.79,82.0,609,Y,27,1
CUST-11099,27,41857,OWN,7.4,PERSONAL,A,5391,8.64,0.129,6.41,66.27,788,N,6,0
CUST-11100,30,44613,RENT,12.0,HOMEIMPROVEMENT,A,15771,8.1,0.354,17.76,74.61,756,N,11,0
CUST-11101,60,23715,RENT,2.8,MEDICAL,A,7818,8.37,0.33,31.25,57.33,771,Y,35,0
CUST-11102,56,127368,MORTGAGE,11.7,DEBTCONSOLIDATION,A,2995,5.09,0.024,12.21,67.1,809,N,35,0
CUST-11103,33,82952,RENT,4.9,MEDICAL,A,6292,7.95,0.076,13.33,54.4,723,Y,15,1
CUST-11104,49,87421,MORTGAGE,10.2,MEDICAL,B,14931,10.52,0.171,14.59,89.35,627,N,31,0
CUST-11105,54,40812,RENT,0.2,PERSONAL,A,3779,8.67,0.093,23.09,31.21,729,N,35,0
CUST-11106,40,17369,MORTGAGE,5.4,PERSONAL,C,3470,12.55,0.2,25.07,36.12,711,N,20,0
CUST-11107,56,158221,MORTGAGE,9.4,HOMEIMPROVEMENT,A,6731,8.93,0.043,22.62,55.53,750,N,35,0
CUST-11108,24,47256,MORTGAGE,1.0,DEBTCONSOLIDATION,C,11555,12.05,0.245,13.54,60.53,643,N,4,0
CUST-11109,38,31279,RENT,5.4,EDUCATION,B,11572,9.96,0.37,18.21,65.4,682,N,16,0
CUST-11110,33,62949,RENT,8.7,HOMEIMPROVEMENT,D,4832,14.61,0.077,17.08,91.72,610,Y,12,0
CUST-11111,45,98742,RENT,1.7,VENTURE,A,6158,6.2,0.062,11.14,16.57,730,N,23,0
CUST-11112,23,48347,RENT,2.6,DEBTCONSOLIDATION,A,7352,7.51,0.152,19.54,34.14,733,N,5,0
CUST-11113,44,105571,RENT,4.2,EDUCATION,D,1188,18.14,0.011,8.78,100.0,647,Y,24,1
CUST-11114,64,93882,MORTGAGE,3.7,MEDICAL,D,9528,16.54,0.101,24.16,26.36,701,N,35,0
CUST-11115,61,25698,RENT,0.2,EDUCATION,A,7605,5.96,0.296,10.13,40.89,721,N,35,0
CUST-11116,44,32719,MORTGAGE,0.5,MEDICAL,A,13695,5.0,0.419,17.91,60.29,731,N,26,0
CUST-11117,37,87074,RENT,0.5,EDUCATION,D,6947,17.31,0.08,4.11,77.31,590,N,18,1
CUST-11118,59,15000,MORTGAGE,1.5,MEDICAL,A,8425,6.71,0.562,18.77,23.13,806,N,35,0
CUST-11119,27,44816,OWN,1.4,VENTURE,D,11184,15.87,0.25,29.19,79.78,637,N,8,1
CUST-11120,58,20774,RENT,6.8,PERSONAL,F,4704,23.29,0.226,10.82,86.05,521,Y,35,1
CUST-11121,59,36829,MORTGAGE,4.3,VENTURE,A,4228,7.34,0.115,4.34,36.79,732,N,35,0
CUST-11122,33,40974,MORTGAGE,7.2,VENTURE,D,10708,16.14,0.261,39.53,72.89,665,N,14,1
CUST-11123,51,39539,MORTGAGE,0.4,HOMEIMPROVEMENT,B,9790,10.69,0.248,24.42,62.47,701,N,32,0
CUST-11124,57,35194,MORTGAGE,3.3,MEDICAL,C,6376,15.28,0.181,24.7,58.87,649,N,35,0
CUST-11125,52,25379,RENT,2.0,PERSONAL,B,9109,10.8,0.359,15.04,52.74,624,N,32,1
CUST-11126,42,193909,RENT,9.5,MEDICAL,A,9849,5.0,0.051,12.0,60.38,778,N,20,0
CUST-11127,34,150313,RENT,6.2,PERSONAL,C,7849,12.52,0.052,21.7,69.33,650,N,12,1
CUST-11128,52,24410,MORTGAGE,10.2,VENTURE,A,8958,7.16,0.367,22.81,24.85,754,N,34,0
CUST-11129,44,126661,OTHER,0.2,PERSONAL,E,11685,20.54,0.092,5.09,47.02,574,Y,23,1
CUST-11130,36,38573,MORTGAGE,6.4,EDUCATION,B,14275,9.01,0.37,36.93,52.83,733,N,17,0
CUST-11131,52,52971,RENT,3.9,PERSONAL,A,8087,7.68,0.153,13.63,42.18,672,N,30,0
CUST-11132,66,47194,MORTGAGE,8.7,PERSONAL,A,8832,7.4,0.187,21.14,18.77,708,N,35,0
CUST-11133,21,32996,MORTGAGE,3.0,DEBTCONSOLIDATION,D,4454,17.72,0.135,17.22,64.72,679,N,1,0
CUST-11134,33,88460,RENT,3.9,DEBTCONSOLIDATION,B,14487,9.3,0.164,37.13,53.47,657,N,13,0
CUST-11135,59,52866,RENT,0.3,MEDICAL,D,9842,16.7,0.186,30.03,89.73,583,N,35,0
CUST-11136,59,36830,RENT,5.5,EDUCATION,A,7245,9.34,0.197,22.78,45.99,794,N,35,0
CUST-11137,58,22409,MORTGAGE,1.6,DEBTCONSOLIDATION,B,6110,11.58,0.273,26.1,60.59,702,N,35,0
CUST-11138,25,28676,MORTGAGE,0.1,DEBTCONSOLIDATION,D,11653,17.22,0.406,11.44,80.04,612,Y,7,1
CUST-11139,25,18309,RENT,0.3,HOMEIMPROVEMENT,A,20800,7.13,1.136,42.27,53.68,806,N,5,1
CUST-11140,22,49381,RENT,4.0,MEDICAL,B,12490,10.68,0.253,35.06,50.48,680,N,2,1
CUST-11141,26,23908,MORTGAGE,2.1,PERSONAL,D,4667,16.36,0.195,6.01,37.61,591,Y,6,0
CUST-11142,27,41800,OWN,9.0,PERSONAL,B,4665,11.53,0.112,15.45,66.82,727,N,8,0
CUST-11143,61,111531,MORTGAGE,16.1,HOMEIMPROVEMENT,C,6164,14.13,0.055,36.18,60.99,656,N,35,1
CUST-11144,34,100667,MORTGAGE,14.3,HOMEIMPROVEMENT,D,6082,15.75,0.06,10.35,62.94,646,N,16,0
CUST-11145,66,48080,RENT,10.7,MEDICAL,B,8501,12.59,0.177,27.11,21.07,677,N,35,0
CUST-11146,48,46525,MORTGAGE,11.3,EDUCATION,D,10300,17.95,0.221,39.69,92.26,617,Y,30,0
CUST-11147,52,151436,RENT,1.7,VENTURE,C,15955,12.46,0.105,4.7,89.82,647,Y,30,0
CUST-11148,49,67000,MORTGAGE,0.8,HOMEIMPROVEMENT,C,23439,13.09,0.35,13.16,65.88,636,Y,29,1
CUST-11149,58,40268,RENT,5.1,VENTURE,A,5053,7.31,0.125,12.31,34.21,705,N,35,1
CUST-11150,46,20834,MORTGAGE,3.3,VENTURE,E,32218,20.48,1.546,50.91,78.87,555,N,28,1
CUST-11151,55,62088,RENT,0.5,EDUCATION,C,10133,12.53,0.163,5.66,62.51,631,N,35,1
CUST-11152,48,80627,MORTGAGE,5.7,EDUCATION,A,2215,6.7,0.027,18.35,24.49,794,N,26,0
CUST-11153,57,33557,RENT,4.1,VENTURE,B,8053,11.55,0.24,17.82,58.44,720,N,35,1
CUST-11154,52,58379,RENT,9.9,HOMEIMPROVEMENT,B,9137,11.17,0.157,34.51,34.42,716,N,34,0
CUST-11155,56,39413,MORTGAGE,4.7,PERSONAL,C,3136,11.16,0.08,18.57,64.4,644,N,35,0
CUST-11156,46,43896,RENT,4.3,PERSONAL,G,4867,25.29,0.111,15.67,88.6,469,N,25,1
CUST-11157,52,15000,OWN,2.9,VENTURE,A,16287,5.73,1.086,26.16,40.26,758,N,30,0
CUST-11158,23,42913,MORTGAGE,3.1,EDUCATION,E,5465,18.74,0.127,18.12,54.08,620,N,2,0
CUST-11159,41,87695,MORTGAGE,15.4,MEDICAL,A,25019,7.06,0.285,17.15,32.16,720,N,19,0
CUST-11160,21,33562,MORTGAGE,,VENTURE,B,4874,9.94,0.145,12.74,53.31,716,N,1,0
CUST-11161,29,50590,MORTGAGE,3.0,HOMEIMPROVEMENT,B,27182,9.72,0.537,24.2,51.0,684,N,7,0
CUST-11162,24,31145,MORTGAGE,5.3,HOMEIMPROVEMENT,A,8066,6.25,0.259,23.01,21.5,750,N,2,0
CUST-11163,29,60855,OWN,2.8,EDUCATION,B,6181,11.11,0.102,2.79,59.99,695,N,10,0
CUST-11164,52,43048,RENT,1.7,MEDICAL,D,17019,14.56,0.395,11.93,44.27,626,N,33,1
CUST-11165,57,27902,RENT,1.7,PERSONAL,A,3173,6.86,0.114,14.64,25.55,745,N,35,0
CUST-11166,32,109046,MORTGAGE,1.3,HOMEIMPROVEMENT,A,8963,8.45,0.082,35.51,35.46,732,N,14,0
CUST-11167,50,85593,RENT,2.1,HOMEIMPROVEMENT,C,5856,13.98,0.068,5.4,36.32,595,N,29,0
CUST-11168,66,34100,RENT,10.3,EDUCATION,C,10726,11.84,0.315,22.44,41.45,658,N,35,0
CUST-11169,55,66083,RENT,3.5,PERSONAL,E,13167,17.18,0.199,23.18,70.65,591,N,35,0
CUST-11170,64,67673,RENT,1.4,PERSONAL,A,13701,6.19,0.202,13.68,25.01,752,Y,35,0
CUST-11171,43,72069,MORTGAGE,2.4,MEDICAL,D,12267,13.89,0.17,19.25,33.74,607,Y,23,1
CUST-11172,34,17737,MORTGAGE,0.6,PERSONAL,B,4903,10.61,0.276,8.42,16.33,752,N,12,0
CUST-11173,48,89676,OTHER,11.7,VENTURE,A,6245,6.95,0.07,23.07,49.99,807,N,28,0
CUST-11174,27,34828,MORTGAGE,2.6,VENTURE,F,10693,21.54,0.307,23.22,53.71,568,N,9,0
CUST-11175,24,39549,RENT,6.0,VENTURE,A,10765,8.11,0.272,18.38,44.33,762,N,3,0
CUST-11176,48,238644,RENT,2.1,HOMEIMPROVEMENT,C,23998,14.55,0.101,8.76,49.73,653,N,27,0
CUST-11177,66,58754,RENT,9.1,EDUCATION,C,3522,13.79,0.06,12.17,57.3,613,Y,35,1
CUST-11178,23,38878,MORTGAGE,1.5,DEBTCONSOLIDATION,B,19504,10.23,0.502,16.6,70.77,633,N,2,1
CUST-11179,31,15000,RENT,0.4,PERSONAL,C,4658,12.66,0.311,10.68,64.59,698,N,13,0
CUST-11180,64,112854,RENT,0.2,PERSONAL,B,7369,10.08,0.065,20.47,78.07,704,N,35,0
CUST-11181,21,21870,OWN,3.0,EDUCATION,A,14549,7.75,0.665,22.54,34.67,850,N,1,0
CUST-11182,46,26847,MORTGAGE,1.9,MEDICAL,C,5176,14.61,0.193,10.11,79.5,630,N,28,0
CUST-11183,50,40182,RENT,2.9,PERSONAL,E,11181,17.83,0.278,20.62,57.92,585,N,30,0
CUST-11184,55,114673,RENT,8.5,MEDICAL,B,11996,9.15,0.105,10.64,60.37,736,N,33,0
CUST-11185,55,77959,MORTGAGE,1.4,EDUCATION,G,10219,24.49,0.131,7.88,100.0,477,N,34,1
CUST-11186,45,44591,OWN,1.8,HOMEIMPROVEMENT,B,15984,7.97,0.358,18.4,73.92,691,N,25,0
CUST-11187,62,58981,RENT,9.3,MEDICAL,B,25696,10.84,0.436,16.72,75.67,693,N,35,0
CUST-11188,46,34192,RENT,3.4,MEDICAL,C,15153,14.77,0.443,23.88,76.19,636,N,28,0
CUST-11189,24,53305,MORTGAGE,6.0,DEBTCONSOLIDATION,A,3007,10.33,0.056,11.69,26.84,764,N,4,0
CUST-11190,39,51225,MORTGAGE,2.3,VENTURE,D,7485,16.6,0.146,10.93,95.55,612,N,17,0
CUST-11191,30,87663,MORTGAGE,2.5,MEDICAL,D,7764,17.53,0.089,17.59,84.91,539,Y,8,1
CUST-11192,29,87579,MORTGAGE,0.9,MEDICAL,D,13524,16.53,0.154,16.19,48.68,614,Y,11,1
CUST-11193,59,65932,OWN,12.4,VENTURE,B,1587,12.44,0.024,40.11,60.55,713,N,35,0
CUST-11194,57,39442,RENT,11.4,EDUCATION,D,1670,15.99,0.042,11.58,51.93,609,N,35,0
CUST-11195,25,76503,RENT,7.0,PERSONAL,C,19484,13.9,0.255,24.12,25.1,708,N,3,0
CUST-11196,27,46389,MORTGAGE,2.6,EDUCATION,B,5915,11.22,0.128,18.3,60.74,712,N,7,0
CUST-11197,42,25612,MORTGAGE,8.5,HOMEIMPROVEMENT,E,4533,19.97,0.177,29.66,95.93,571,Y,21,0
CUST-11198,66,38485,MORTGAGE,2.7,EDUCATION,B,7119,9.57,0.185,21.2,61.73,732,N,35,0
CUST-11199,45,51571,RENT,3.0,PERSONAL,B,4730,8.85,0.092,37.61,60.7,779,N,26,0
CUST-11200,65,84637,MORTGAGE,8.9,EDUCATION,A,8034,8.73,0.095,7.65,30.95,745,N,35,0
CUST-11201,62,43909,RENT,1.0,VENTURE,E,7708,19.8,0.176,14.91,80.74,607,N,35,1
CUST-11202,31,23729,MORTGAGE,1.2,VENTURE,A,7579,7.59,0.319,24.53,38.0,814,N,12,0
CUST-11203,45,50718,RENT,1.9,VENTURE,A,1843,8.57,0.036,35.21,38.39,742,N,26,0
CUST-11204,32,52474,MORTGAGE,7.8,EDUCATION,A,13343,8.51,0.254,18.79,42.01,709,N,12,0
CUST-11205,59,54803,MORTGAGE,2.3,DEBTCONSOLIDATION,B,14241,10.93,0.26,26.83,49.76,715,N,35,0
CUST-11206,37,85128,RENT,2.2,MEDICAL,A,7459,8.26,0.088,6.18,47.38,797,N,17,0
CUST-11207,44,90341,RENT,26.0,MEDICAL,C,9280,12.87,0.103,12.01,79.66,640,N,22,0
CUST-11208,52,34319,MORTGAGE,2.4,DEBTCONSOLIDATION,B,8466,11.14,0.247,25.63,80.03,738,N,30,1
CUST-11209,66,33870,MORTGAGE,1.4,DEBTCONSOLIDATION,C,21083,11.62,0.622,25.79,45.36,620,N,35,1
